위반쓰레기,위반장소,위반일시
혼합배출,봉은사로11길 30 (논현동 179-12),2022-04-19 11:02
혼합배출,언주로67길 18 (역삼동 778-41),2022-04-19 10:53
혼합배출,봉은사로74길 6-6 (삼성동 116-8),2022-04-19 10:55
혼합배출,봉은사로71길 16 (삼성동 48-9),2022-04-20 10:55
혼합배출,도산대로70길 23 (청담동 13-12),2022-04-18 09:45
혼합배출,언주로98길 39-11 (역삼동 704-34),2022-04-19 12:01
혼합배출,선릉로86길 31 (대치동 890-59),2022-04-19 14:56
혼합배출,강남대로124길 74 (논현동 148),2022-04-20 10:40
혼합배출,논현로115길 45 (논현동 179-5),2022-04-19 11:23
혼합배출,언주로108길 19 (역삼동 681-11),2022-04-20 11:15
혼합배출,논현로71길 43-1 (역삼동 792-14),2022-04-22 11:30
혼합배출,역삼로11길 9-1 (역삼동 752-19),2022-04-20 10:33
혼합배출,역삼로18길 17 (역삼동 792-28),2022-04-19 13:06
혼합배출,강남대로128길 65 (논현동 125-10),2022-04-20 09:20
혼합배출,봉은사로74길 7-9 (삼성동 117-5),2022-04-20 11:35
혼합배출,선릉로116길 27-5 (삼성동 31-7),2022-04-18 13:05
혼합배출,봉은사로69길 20-3 (삼성동 47-22),2022-04-21 09:40
혼합배출,언주로108길 24-1 (역삼동 687-15),2022-04-20 10:40
혼합배출,언주로108길 18 (역삼동 687-24),2022-04-20 11:25
혼합배출,강남대로100길 35 (역삼동 621-37),2022-04-22 11:00
혼합배출,강남대로122길 26 (논현동 166-9),2022-04-22 10:05
혼합배출,학동로20길 63-1 (논현동 158-20),2022-04-22 10:36
혼합배출,봉은사로48길 49 (역삼동 692-6),2022-04-21 12:12
혼합배출,학동로81길 15 (청담동 76-14),2022-04-22 10:22
혼합배출,논현로97길 19-7 (역삼동 640-7),2022-04-22 12:00
혼합배출,역삼로34길 19 (역삼동 774-4),2022-04-25 11:14
혼합배출,역삼로17길 17 (역삼동 749-18),2022-04-20 10:18
혼합배출,논현로117길 15 (논현동 176-9),2022-04-21 10:40
혼합배출,봉은사로71길 19 (삼성동 47-18),2022-04-21 10:45
혼합배출,봉은사로57길 26 (삼성동 39-2),2022-04-22 09:55
혼합배출,봉은사로71길 35 (삼성동 26-27),2022-04-21 10:35
혼합배출,논현로113길 46 (논현동 189-21),2022-04-22 11:10
혼합배출,도산대로4길 9 (논현동 2-7),2022-04-22 12:40
혼합배출,강남대로100길 35 (역삼동 621-37),2022-04-22 11:00
혼합배출,도곡로25길 25 (역삼동 776-27),2022-04-25 10:45
혼합배출,학동로18길 32-6 (논현동 149-10),2022-04-22 11:19
혼합배출,언주로104길 37 (역삼동 685-25),2022-04-19 10:29
혼합배출,삼성로145길 11-7 (청담동 11-21),2022-04-25 09:10
혼합배출,논현로63길 60 (역삼동 835-51),2022-04-25 10:05
혼합배출,역삼로11길 19 (역삼동 750-18),2022-04-22 10:55
혼합배출,역삼로15길 18 (역삼동 749-6),2022-04-20 10:51
혼합배출,테헤란로30길 53 (역삼동 728-38),2022-04-19 09:32
혼합배출,테헤란로32길 51 (역삼동 728-49),2022-04-20 13:17
혼합배출,학동로20길 65 (논현동 158-23),2022-04-21 09:38
혼합배출,학동로18길 32-3 (논현동 149-23),2022-04-22 11:08
혼합배출,논현로115길 36 (논현동 178-13),2022-04-21 10:06
혼합배출,테헤란로53길 20 (역삼동 696-1),2022-04-21 14:09
혼합배출,봉은사로59길 46-3 (삼성동 30-9),2022-04-22 11:15
혼합배출,봉은사로73길 17-8 (삼성동 48-14),2022-04-20 10:35
혼합배출,봉은사로57길 46-3 (삼성동 30-13),2022-04-22 11:30
혼합배출,봉은사로48길 50-10 (역삼동 691-13),2022-04-22 10:50
혼합배출,언주로98길 18-4 (역삼동 700-28),2022-04-22 11:55
혼합배출,삼성로103길 17-6 (삼성동 125-8),2022-04-26 10:10
혼합배출,역삼로11길 15 (역삼동 750-27),2022-04-25 13:53
혼합배출,언주로69길 23-6 (역삼동 778-14),2022-04-18 10:38
혼합배출,도산대로66길 11 (청담동 18-48),2022-04-25 10:35
혼합배출,봉은사로69길 27 (삼성동 46-37),2022-04-21 09:10
혼합배출,도산대로70길 12-20 (청담동 17-12),2022-04-25 10:10
혼합배출,테헤란로39길 66 (역삼동 662-1),2022-04-21 11:17
혼합배출,테헤란로53길 20 (역삼동 696-1),2022-04-21 14:19
혼합배출,테헤란로53길 27 (역삼동 697-63),2022-04-21 14:44
혼합배출,논현로75길 36 (역삼동 744-6),2022-04-20 11:25
혼합배출,학동로6길 49 (논현동 158-33),2022-04-26 10:19
혼합배출,강남대로122길 26 (논현동 166-9),2022-04-26 10:42
혼합배출,언주로103길 19 (역삼동 661-13),2022-04-21 09:36
혼합배출,봉은사로48길 10 (역삼동 681-10),2022-04-20 10:26
혼합배출,역삼로17길 26 (역삼동 745-22),2022-04-26 10:11
혼합배출,역삼로11길 6 (역삼동 751-1),2022-04-22 10:38
혼합배출,강남대로126길 46 (논현동 138-5),2022-04-26 09:58
혼합배출,봉은사로21길 57-15 (논현동 157-25),2022-04-27 11:05
혼합배출,학동로20길 12-2 (논현동 135-7),2022-04-28 10:28
혼합배출,삼성로107길 12-4 (삼성동 118-24),2022-04-26 09:35
혼합배출,도산대로70길 19 (청담동 13-10),2022-04-25 09:30
혼합배출,논현로102길 46-2 (역삼동 663-8),2022-04-21 10:08
혼합배출,봉은사로11길 53 (논현동 173-12),2022-04-27 13:25
혼합배출,논현로70길 14 (역삼동 777-2),2022-04-27 10:00
혼합배출,테헤란로30길 54 (역삼동 728-19),2022-04-27 10:43
혼합배출,논현로123길 35-2 (논현동 150-14),2022-04-27 09:41
혼합배출,테헤란로77길 46-3 (삼성동 125-13),2022-04-27 10:15
혼합배출,선릉로132길 19-11 (청담동 38-9),2022-04-26 09:35
혼합배출,봉은사로48길 52 (역삼동 691-48),2022-04-21 12:32
혼합배출,테헤란로22길 45 (역삼동 744-3),2022-04-26 10:50
혼합배출,강남대로122길 47 (논현동 159-23),2022-04-27 10:23
혼합배출,학동로18길 13 (논현동 135-11),2022-04-28 11:44
혼합배출,학동로18길 10 (논현동 136-35),2022-04-28 14:57
혼합배출,도산대로66길 21 (청담동 18-27),2022-04-25 09:50
혼합배출,선릉로116길 20 (삼성동 39),2022-04-22 09:25
혼합배출,봉은사로48길 46 (역삼동 691),2022-04-22 09:55
혼합배출,논현로106길 21 (역삼동 658-16),2022-04-11 10:45
혼합배출,언주로100길 14-3 (역삼동 690-44),2022-04-20 11:51
혼합배출,봉은사로48길 36 (역삼동 690-32),2022-04-26 10:37
혼합배출,선릉로103길 25 (역삼동 697-25),2022-04-26 11:51
혼합배출,강남대로122길 39-6 (논현동 159-13),2022-04-28 10:20
혼합배출,논현로115길 67 (논현동 170-4),2022-04-28 14:23
혼합배출,학동로55길 12-11 (청담동 39-9),2022-04-28 09:50
혼합배출,역삼로17길 24 (역삼동 748),2022-04-28 12:10
혼합배출,도산대로70길 12-8 (청담동 17-18),2022-04-28 11:00
혼합배출,학동로168 (논현동 128-6),2022-05-02 12:41
혼합배출,학동로59길 39 (청담동 26-18),2022-04-28 11:38
혼합배출,논현로122길 13 (논현동 217-12),2022-04-28 14:15
혼합배출,삼성로135길 37-5 (청담동 35-42),2022-04-28 09:00
혼합배출,봉은사로71길 19 (삼성동 47-18),2022-04-27 13:50
혼합배출,언주로67길 18 (역삼동 778-41),2022-05-02 13:58
혼합배출,봉은사로30길 11 (역삼동 658),2022-05-02 11:10
혼합배출,학동로168 (논현동 128-6),2022-05-02 12:45
혼합배출,학동로168 (논현동 128-6),2022-05-02 12:50
혼합배출,언주로146길 46 (논현동 100-4),2022-05-03 15:00
혼합배출,언주로71길 19-5 (역삼동 774-28),2022-05-02 14:07
혼합배출,도곡로19길 28 (역삼동 795-40),2022-05-02 14:12
혼합배출,언주로67길 28 (역삼동 778-12),2022-05-02 15:00
혼합배출,강남대로120길 54 (논현동 180-4),2022-05-03 10:25
혼합배출,봉은사로48길 42 (역삼동 690-41),2022-05-02 13:30
혼합배출,봉은사로44길 80 (역삼동 699-24),2022-05-03 10:49
혼합배출,봉은사로44길 80 (역삼동 699-24),2022-05-03 11:02
혼합배출,테헤란로53길 50 (역삼동 693-30),2022-05-03 09:23
혼합배출,강남대로128길 60-2 (논현동 136-22),2022-05-03 13:50
혼합배출,학동로168 (논현동 128-6),2022-05-03 09:10
혼합배출,학동로26길 22 (논현동 132-28),2022-05-02 13:40
혼합배출,학동로168 (논현동 128-6),2022-05-03 09:05
혼합배출,삼성로135길 15 (청담동 32),2022-05-02 12:54
혼합배출,봉은사로44길 43 (역삼동 690-3),2022-05-02 13:50
혼합배출,선릉로103길 35 (역삼동 697-32),2022-05-03 10:06
혼합배출,봉은사로48길 44-6 (역삼동 690-42),2022-05-02 14:46
혼합배출,언주로67길 18 (역삼동 778-41),2022-05-02 13:25
혼합배출,논현로68길 33 (역삼동 777-23),2022-05-04 10:35
혼합배출,도곡로37길 35 (역삼동 778-37),2022-05-04 11:26
혼합배출,삼성로135길 15 (청담동 32),2022-05-03 13:40
혼합배출,삼성로147길 22 (청담동 11-25),2022-05-03 14:28
혼합배출,테헤란로44길 8 (역삼동 706-19),2022-05-03 11:19
혼합배출,도곡로37길 35 (역삼동 778-37),2022-05-04 11:05
혼합배출,언주로69길 5 (역삼동 779-2),2022-05-04 11:55
혼합배출,언주로69길 5 (역삼동 779-2),2022-05-06 12:01
혼합배출,선릉로162길 43 (청담동 80-5),2022-05-06 10:30
혼합배출,강남대로120길 53 (논현동 170-24),2022-05-03 10:20
혼합배출,학동로168 (논현동 128-6),2022-05-04 10:25
혼합배출,강남대로124길 54 (논현동 147-6),2022-05-03 12:10
혼합배출,강남대로122길 10 (논현동 166),2022-05-03 10:50
혼합배출,도산대로78길 45 (청담동 11-36),2022-05-04 11:14
혼합배출,삼성로735-4 (청담동 31-6),2022-05-04 09:06
혼합배출,삼성로147길 22 (청담동 11-25),2022-05-04 10:13
혼합배출,선릉로103길 27 (역삼동 697-26),2022-05-04 11:34
혼합배출,선릉로103길 31 (역삼동 697-30),2022-05-04 11:27
혼합배출,언주로103길 43 (역삼동 660-13),2022-05-04 14:37
혼합배출,테헤란로51길 32-4 (역삼동 697-36),2022-05-04 10:43
혼합배출,학동로168 (논현동 128-6),2022-05-04 10:10
혼합배출,언주로133길 21 (논현동 85-14),2022-05-09 11:00
혼합배출,봉은사로21길 57-17 (논현동 169-7),2022-04-28 13:59
혼합배출,삼성로145길 11-7 (청담동 11-21),2022-05-04 09:29
혼합배출,도산대로78길 34 (청담동 13-21),2022-05-04 10:39
혼합배출,삼성로147길 22 (청담동 11-25),2022-05-04 09:51
혼합배출,봉은사로44길 43 (역삼동 690-3),2022-05-04 09:53
혼합배출,선릉로103길 21-16 (역삼동 697-23),2022-05-04 10:56
혼합배출,논현로75길 28 (역삼동 745-35),2022-05-09 14:10
혼합배출,도곡로27길 6 (역삼동 787),2022-05-06 08:00
혼합배출,언주로71길 9 (역삼동 773),2022-05-10 10:20
혼합배출,언주로71길 33 (역삼동 774),2022-05-10 10:15
혼합배출,테헤란로53길 58 (역삼동 693-7),2022-05-09 10:21
혼합배출,학동로12길 14 (논현동 124-18),2022-05-09 10:50
혼합배출,학동로26길 22 (논현동 132-28),2022-05-09 10:24
혼합배출,학동로 168 (논현동 128-6),2022-05-09 10:00
혼합배출,봉은사로72길 6 (삼성동 115-32),2022-04-19 10:18
혼합배출,테헤란로53길 46 (역삼동 695-1),2022-05-03 09:06
혼합배출,테헤란로53길 42 (역삼동 695-41),2022-05-10 10:29
혼합배출,봉은사로44길 73-3 (역삼동 691-27),2022-05-10 11:25
혼합배출,언주로 323  (역삼동 773-8),2022-05-11 09:45
혼합배출,논현로72길 33 (역삼동 770-13),2022-05-11 10:37
혼합배출,도곡로27길 45 (역삼동 775-29),2022-05-11 11:15
혼합배출,논현로70길 18 (역삼동 777-4),2022-05-11 11:30
혼합배출,학동로26길 20-1 (논현동 132-17),2022-05-09 10:36
혼합배출,도산대로78길 34 (청담동 13-21),2022-05-09 10:03
혼합배출,삼성로147길 22 (청담동 11-25),2022-05-10 11:32
혼합배출,역삼로52길 14 (역삼동 754-2),2022-05-11 15:00
혼합배출,학동로168 (논현동 128-6),2022-05-10 10:15
혼합배출,봉은사로11길 29-4 (논현동 170-18),2022-05-10 11:30
혼합배출,도산대로68길 30 (청담동 18-32),2022-05-09 11:40
혼합배출,도산대로72길 49 (청담동 13-36),2022-05-09 10:46
혼합배출,언주로104길 32 (역삼동 692-14),2022-05-10 09:33
혼합배출,봉은사로48길 50-15 (역삼동 691-24),2022-05-11 10:03
혼합배출,언주로106길 23 (역삼동 687-20),2022-05-11 10:58
혼합배출,논현로 322 (역삼동 776-16),2022-05-12 10:10
혼합배출,언주로69길 19 (역삼동 778-24),2022-05-12 14:20
혼합배출,도산대로78길 30 (청담동 12-34),2022-05-09 10:24
혼합배출,도곡로27길 15 (역삼동 782-53),2022-05-12 11:15
혼합배출,삼성로147길 24-2 (청담동 11-30),2022-05-11 09:50
혼합배출,언주로69길 23-6 (역삼동 778-14),2022-05-13 12:35
혼합배출,도곡로25길 25 (역삼동 776-27),2022-05-13 16:13
혼합배출,삼성로135길 15 (청담동 32),2022-05-10 10:09
혼합배출,도산대로68길 30 (청담동 18-32),2022-05-09 11:29
혼합배출,테헤란로51길 40 (역삼동 697-53),2022-05-12 10:13
혼합배출,언주로104길 29 (역삼동 685-11),2022-05-10 09:50
혼합배출,테헤란로51길 32-4 (역삼동 697-36),2022-05-12 10:40
혼합배출,봉은사로44길 75 (역삼동 698-27),2022-05-12 09:46
혼합배출,학동로73길 13 (청담동 34-13),2022-05-10 09:28
혼합배출,삼성로147길 22 (청담동 11-25),2022-05-10 11:14
혼합배출,삼성로147길 22 (청담동 11-25),2022-05-11 10:17
혼합배출,학동로12길 6-3 (논현동 124-13),2022-05-13 10:00
혼합배출,선릉로103길 16 (역삼동 693-31),2022-05-12 13:05
혼합배출,논현로123길 34 (논현동 133-9),2022-05-11 11:20
혼합배출,학동로20길 31-5 (논현동 133-24),2022-05-11 11:35
혼합배출,학동로168 (논현동 128-6),2022-05-11 10:10
혼합배출,학동로77길 44 (청담동 9-10),2022-05-10 10:40
혼합배출,언주로104길 29-1 (역삼동 685-12),2022-05-16 10:45
혼합배출,논현로121길 38 (논현동 155-18),2022-05-16 10:00
혼합배출,학동로12길 14 (논현동 124-18),2022-05-16 14:44
혼합배출,역삼로67길 34 (대치동 896-19),2022-05-17 11:40
혼합배출,삼성로76길 21 (대치동 955-25),2022-05-17 10:05
혼합배출,테헤란로64길 8 (대치동 889-53),2022-05-17 12:40
혼합배출,학동로20길 31-5 (논현동 133-24),2022-05-11 11:40
혼합배출,강남대로128길 54 (논현동 136-12),2022-05-17 09:56
혼합배출,선릉로132길 71 (청담동 34-5),2022-05-11 09:00
혼합배출,도산대로101길 34 (청담동 128-1),2022-05-17 13:00
혼합배출,삼성로145길 11-5 (청담동 11-20),2022-05-17 11:00
혼합배출,학동로73길 13 (청담동 34-13),2022-05-12 09:53
혼합배출,테헤란로19길 29-3 (역삼동 637-8),2022-05-17 13:43
혼합배출,선릉로108길 7-1 (삼성동 112-18),2022-05-17 14:00
혼합배출,삼성로75길 32-4 (대치동 901-59),2022-05-17 11:10
혼합배출,테헤란로64길 8 (대치동 889-53),2022-05-17 12:10
혼합배출,역삼로81길 22 (대치동 958-4),2022-05-17 10:40
혼합배출,강남대로128길 52 (논현동 136-1),2022-05-17 10:10
혼합배출,논현로119길 38 (논현동 173-23),2022-05-17 15:30
혼합배출,강남대로126길 40-3 (논현동 138-12),2022-05-17 11:15
혼합배출,봉은사로52길 8 (역삼동 682-5),2022-05-16 11:25
혼합배출,언주로100길 15 (역삼동 690-37),2022-05-18 11:00
혼합배출,테헤란로53길 62 (역삼동 693-5),2022-05-18 12:30
혼합배출,강남대로128길 52 (논현동 136-1),2022-05-17 10:10
혼합배출,테헤란로64길 8 (대치동 889-53),2022-05-17 12:15
혼합배출,테헤란로64길 8 (대치동 889-53),2022-05-17 12:25
혼합배출,삼성로103길 17-6 (삼성동 125-8),2022-05-17 10:00
혼합배출,봉은사로69길 43 (삼성동 27-23),2022-05-17 10:30
혼합배출,언주로103길 19 (역삼동 661-13),2022-05-18 09:10
혼합배출,테헤란로53길 57-5 (역삼동 698-1),2022-05-18 12:00
혼합배출,언주로100길 11 (역삼동 690-16),2022-05-18 11:10
혼합배출,삼성로85길 42 (대치동 891-26),2022-05-18 10:45
혼합배출,학동로12길 6-5 (논현동 124-12),2022-05-18 10:30
혼합배출,학동로12길 19 (논현동 136-3),2022-05-18 10:25
혼합배출,강남대로124길 68 (논현동 148-13),2022-05-18 11:30
혼합배출,테헤란로27길 27 (역삼동669-13),2022-05-19 14:20
혼합배출,테헤란로64길 9 (대치동 890-49),2022-05-18 11:25
혼합배출,삼성로76길 19  (대치동 955-24),2022-05-18 12:30
혼합배출,학동로28길 20 (논현동 131-18),2022-05-17 11:45
혼합배출,강남대로126길 44 (논현동 138-6),2022-05-17 10:50
혼합배출,삼성로147길 22 (청담동 11-25),2022-05-20 09:25
혼합배출,선릉로82길 33 (대치동 896-21),2022-05-19 10:40
혼합배출,테헤란로53길 56 (역삼동 693-28),2022-05-18 13:30
혼합배출,테헤란로53길 62 (역삼동 693-5),2022-05-18 12:20
혼합배출,언주로100길 14-4 (역삼동 690-14),2022-05-18 11:30
혼합배출,테헤란로51길 46 (역삼동 698-19),2022-05-18 14:15
혼합배출,테헤란로64길 9 (대치동 890-49),2022-05-19 09:50
혼합배출,테헤란로64길 8 (대치동 889-53),2022-05-19 10:30
혼합배출,학동로18길 51 (논현동 154-19),2022-05-19 11:40
혼합배출,봉은사로21길 57 (논현동 157-18),2022-05-20 09:55
혼합배출,학동로28길 6 (논현동 128-10),2022-05-20 11:20
혼합배출,테헤란로64길 9 (대치동 890-49),2022-05-19 09:50
혼합배출,삼성로76길 22-1  (대치동 953-7),2022-05-17 10:10
혼합배출,학동로18길 32-9 (논현동 149-20),2022-05-19 10:46
혼합배출,학동로26길 20-1 (논현동 132-17),2022-05-11 11:00
혼합배출,테헤란로51길 46-13 (역삼동 698-12),2022-05-18 13:50
혼합배출,언주로104길 35 (역삼동 685-19),2022-05-18 13:15
혼합배출,언주로104길 12-6 (역삼동 690-19),2022-05-20 10:20
혼합배출,테헤란로13길 58 (역삼동 624-24),2022-05-20 13:46
혼합배출,선릉로90길 56 (대치동 891-23),2022-05-20 10:40
혼합배출,학동로26길 64 (논현동 156-22),2022-05-19 11:07
혼합배출,봉은사로13길 21 (논현동 179-21),2022-05-19 11:37
혼합배출,도산대로102길 18-3 (청담동 55-11),2022-05-23 10:45
혼합배출,영동대로141길 24 (청담동 55-18),2022-05-23 11:20
혼합배출,강남대로94길 53 (역삼동 636-23),2022-05-23 09:20
혼합배출,테헤란로64길 8 (대치동 889-53),2022-05-19 10:40
혼합배출,삼성로85길 42 (대치동 891-26),2022-05-23 11:20
혼합배출,영동대로141길 24 (청담동 55-18),2022-05-23 11:25
혼합배출,도산대로78길 32 (청담동 13-20),2022-05-20 09:50
혼합배출,테헤란로55길 33 (역삼동 695-12),2022-05-19 09:20
혼합배출,테헤란로55길 37 (역삼동 695-14),2022-05-19 09:50
혼합배출,테헤란로47길 22-1 (역삼동 704-60),2022-05-19 11:10
혼합배출,테헤란로64길 8 (대치동 889-53),2022-05-23 12:15
혼합배출,봉은사로21길 57-12 (논현동 157-7),2022-05-20 09:30
혼합배출,강남대로120길 73 (논현동 179-20),2022-05-23 11:16
혼합배출,강남대로120길 73 (논현동 179-20),2022-05-23 11:30
혼합배출,(삼성동),2022-05-24 10:45
혼합배출,"개포로617, (개포동)",2022-05-24 13:20
혼합배출,테헤란로8길 28-6 (역삼동 827-51),2022-05-24 14:30
혼합배출,삼성로85길 42 (대치동 891-26),2022-05-23 11:00
혼합배출,테헤란로64길 8 (대치동 889-53),2022-05-23 12:00
혼합배출,논현로115길 23 (논현동 190-1),2022-05-24 10:07
혼합배출,선릉로146길 27-6 (청담동 20-5),2022-05-23 13:45
혼합배출,봉은사로72길 15 (삼성동 116-14),2022-05-24 10:30
혼합배출,도산대로62길 26 (청담동 20-29),2022-05-19 13:55
혼합배출,테헤란로53길 57-7 (역삼동 698-2),2022-05-20 11:15
혼합배출,테헤란로53길 57-13 (역삼동 698-4),2022-05-20 11:25
혼합배출,논현로102길 38 (역삼동 663),2022-05-20 09:20
혼합배출,언주로103길 18 (역삼동 656-29),2022-05-25 10:15
혼합배출,테헤란로64길 9 (대치동 890-49),2022-05-20 11:10
혼합배출,학동로18길 32-14 (논현동 149-14),2022-05-24 09:47
혼합배출,학동로14길 26 (논현동 136-6),2022-05-24 11:34
혼합배출,학동로8길 27 (논현동 139-18),2022-05-25 10:20
혼합배출,봉은사로74길 34 (삼성동 122-23),2022-05-24 10:45
혼합배출,테헤란로64길 9 (대치동 890-49),2022-05-23 12:50
혼합배출,삼성로85길 42 (대치동 891-26),2022-05-23 11:15
혼합배출,선릉로86길 31 (대치동 890-59),2022-05-24 10:30
혼합배출,강남대로126길 54 (논현동 137-19),2022-05-25 09:47
혼합배출,테헤란로77길 48 (삼성동 125-11),2022-05-26 10:46
혼합배출,도산대로62길 17 (청담동 19-4),2022-05-25 10:20
혼합배출,언주로104길 20-6 (역삼동 690-26),2022-05-20 10:35
혼합배출,언주로98길 35-7 (역삼동 704-20),2022-05-23 10:30
혼합배출,테헤란로53길 65 (역삼동 692-22),2022-05-20 11:35
혼합배출,삼성로85길 42 (대치동 891-26),2022-05-24 09:50
혼합배출,테헤란로64길 9 (대치동 890-49),2022-05-24 11:20
혼합배출,학동로14길 18 (논현동 136-10),2022-05-25 10:50
혼합배출,강남대로126길 80 (논현동 134-5),2022-05-25 09:32
혼합배출,선릉로86길 31 (대치동 890-59),2022-05-24 10:35
혼합배출,선릉로86길 31 (대치동 890-59),2022-05-25 10:30
혼합배출,테헤란로64길 8 (대치동 889-53),2022-05-24 12:10
혼합배출,학동로6길 53 (논현동 158-35),2022-05-26 10:28
혼합배출,강남대로126길 42 (논현동 138-10),2022-05-25 10:09
혼합배출,강남대로120길 73 (논현동 179-20),2022-05-23 11:13
혼합배출,봉은사로74길 6-7 (삼성동 116-26),2022-05-25 10:14
혼합배출,봉은사로72길 14 (삼성동 115-39),2022-05-26 11:08
혼합배출,논현로102길 51 (역삼동 661-27),2022-05-20 10:00
혼합배출,선릉로103길 21-6 (역삼동 697-27),2022-05-23 09:54
혼합배출,언주로103길 32-3 (역삼동 657-38),2022-05-25 09:30
혼합배출,봉은사로44길 49 (역삼동 690-5),2022-05-25 11:35
혼합배출,테헤란로64길 8 (대치동 889-53),2022-05-24 11:50
혼합배출,테헤란로64길 8 (대치동 889-53),2022-05-24 12:10
혼합배출,선릉로86길 31 (대치동 890-59),2022-05-24 10:40
혼합배출,테헤란로64길 9 (대치동 890-49),2022-05-26 11:10
혼합배출,삼성로85길 42 (대치동 891-26),2022-05-26 10:30
혼합배출,봉은사로71길 18 (삼성동 48-2),2022-05-26 10:05
혼합배출,선릉로146길 45 (청담동 19-30),2022-05-30 10:41
혼합배출,강남대로126길 30-1 (논현동 146-2),2022-05-27 09:50
혼합배출,학동로18길 44-8 (논현동 156-10),2022-05-26 10:10
혼합배출,봉은사로38길 34 (역삼동 661-5),2022-05-25 09:45
혼합배출,봉은사로38길 32 (역삼동 661-4),2022-05-25 09:55
혼합배출,테헤란로55길 35 (역삼동 695-13),2022-05-26 09:15
혼합배출,테헤란로55길 37 (역삼동 695-14),2022-05-26 09:55
혼합배출,선릉로90길 56 (대치동 891-23),2022-05-25 11:20
혼합배출,삼성로85길 42 (대치동 891-26),2022-05-26 10:15
혼합배출,강남대로126길 41 (논현동 139-27),2022-05-27 10:25
혼합배출,삼성로115길 20-5 (삼성동 24-29),2022-05-30 09:50
혼합배출,테헤란로64길 8 (대치동 889-53),2022-05-23 12:05
혼합배출,선릉로90길 56 (대치동 891-23),2022-05-26 09:40
혼합배출,삼성로85길 42 (대치동 891-26),2022-05-30 10:15
혼합배출,삼성로85길 42 (대치동 891-26),2022-05-18 10:55
혼합배출,선릉로86길 31 (대치동 890-59),2022-05-20 12:00
혼합배출,삼성로85길 42 (대치동 891-26),2022-05-30 10:10
혼합배출,강남대로126길 30-1 (논현동 146-2),2022-05-27 09:50
혼합배출,강남대로124길 38 (논현동 159-1),2022-05-30 09:50
혼합배출,강남대로126길 25 (논현동 140-12),2022-05-27 10:10
혼합배출,도산대로66길 19 (청담동 18-26),2022-05-27 09:47
혼합배출,봉은사로44길 53 (역삼동 690-7),2022-05-26 11:20
혼합배출,언주로100길 21 (역삼동 690-24),2022-05-25 11:05
혼합배출,봉은사로71길 29 (삼성동 47-13),2022-05-30 09:55
혼합배출,봉은사로48길 44-5 (역삼동 691-1),2022-05-26 11:40
혼합배출,강남대로128길 54 (논현동 136-12),2022-06-02 09:30
혼합배출,강남대로120길 51 (논현동 170-25),2022-06-02 13:54
혼합배출,테헤란로51길 36-2 (역삼동 697-49),2022-05-26 10:30
혼합배출,강남대로112길 35 (논현동 197-19),2022-05-30 10:18
혼합배출,도산대로66길 39 (청담동 16-10),2022-05-25 10:35
혼합배출,테헤란로19길 29-3 (역삼동 637-8),2022-05-30 11:40
혼합배출,봉은사로69길 20-3 (삼성동 47-22),2022-06-02 09:50
혼합배출,논현로115길 21 (논현동 190-20),2022-06-02 14:30
혼합배출,언주로98길 39-7 (역삼동 704-32),2022-06-02 10:06
혼합배출,언주로65길 19-4 (역삼동 783-14),2022-06-02 09:50
혼합배출,역삼로70길 15 (대치동 918-10),2022-06-02 12:05
혼합배출,봉은사로34길 9 (역삼동 652-17),2022-05-24 15:03
혼합배출,역삼로71길 5 (대치동 905-13),2022-06-02 11:39
혼합배출,봉은사로21길 58 (논현동 156-21),2022-06-03 10:50
혼합배출,강남대로120길 68 (논현동 188-2),2022-06-03 09:45
혼합배출,봉은사로21길 57-18 (논현동 169-5),2022-06-03 09:40
혼합배출,언주로100길 16 (역삼동 690-38),2022-05-25 11:22
혼합배출,선릉로103길 16 (역삼동 693-31),2022-06-02 11:21
혼합배출,테헤란로55길 17 (역삼동 696-7),2022-06-03 10:50
혼합배출,테헤란로53길 36 (역삼동 695-5),2022-06-02 10:29
혼합배출,언주로103길 32 (역삼동 657-42),2022-06-03 10:30
혼합배출,강남대로122길 29-11 (논현동 161-8),2022-06-07 09:40
혼합배출,강남대로126길 56 (논현동 137-15),2022-06-07 13:40
혼합배출,테헤란로55길 49 (역삼동 695-19),2022-06-03 10:46
혼합배출,봉은사로38길 36 (역삼동 661-6),2022-06-07 11:28
혼합배출,도산대로8길 17-15 (논현동 13-21),2022-06-07 10:26
혼합배출,압구정로62길 11 (청담동 81),2022-06-07 11:33
혼합배출,논현로102길 29-4 (역삼동 660-29),2022-06-03 10:55
혼합배출,봉은사로70길 7 (삼성동 115-31),2022-06-02 10:25
혼합배출,테헤란로77길 54 (삼성동 125-5),2022-06-02 10:50
혼합배출,학동로26길 52 (논현동 156-28),2022-06-08 09:50
혼합배출,봉은사로73길 39 (삼성동 25-20),2022-05-30 09:15
혼합배출,언주로103길 35 (역삼동 660-25),2022-06-03 10:31
혼합배출,논현로102길 48 (역삼동 663-9),2022-06-03 11:16
혼합배출,테헤란로55길 49 (역삼동 695-19),2022-06-02 10:59
혼합배출,봉은사로11길 53 (논현동 173-12),2022-06-07 10:52
혼합배출,학동로18길 50-11 (논현동 155-12),2022-06-08 11:00
혼합배출,삼성로69길 29-4 (대치동 916-44),2022-06-08 10:45
혼합배출,선릉로82길 40-4 (대치동 900-50),2022-06-03 10:50
혼합배출,논현로123길 46 (논현동 149-28),2022-06-08 11:01
